cache_hit_tokens,client_wall_ms,generated_tokens,latency_ms,partial_match,prompt_tokens,queue_depth_at_start,request_id,route_cost,route_policy,text,ttft_ms,worker_id
512,1251.5375660732388,64,1216.7952999006957,True,576,0,7c56d82e-2ab7-4d7b-86d5-ff2601d0c17a,-960.0,cost_aware, variant 6 req40 variant 6 req40 variant 6 req40 variant 6 req40 variant 6 req40 variant 6 req40 variant 6 req40 variant 6 req40 variant 6 req40 variant 6 req40 variant 6 req,32.170316902920604,worker-0
512,1277.2091119550169,64,1224.0063599310815,True,576,1,9032637c-9510-4d7e-a1dd-267418f92958,-960.0,cost_aware, variant 7 req41 variant 7 req41 variant 7 req41 variant 7 req41 variant 7 req41 variant 7 req41 variant 7 req41 variant 7 req41 variant 7 req41 variant 7 req41 variant 7 req,44.171222019940615,worker-0
512,1243.2384798303246,64,1165.2609091252089,True,576,1,871e6607-b911-43d9-9806-9362bf80bb7b,-952.0,cost_aware, variant 8 req42 variant 8 req42 variant 8 req42 variant 8 req42 variant 8 req42 variant 8 req42 variant 8 req42 variant 8 req42 variant 8 req42 variant 8 req42 variant 8 req,40.27293692342937,worker-1
512,1263.1783639080822,64,1163.5358401108533,True,576,4,3b62ce0b-8fce-48c0-9f7a-8de9890bc331,-952.0,cost_aware, variant 9 req43 variant 9 req43 variant 9 req43 variant 9 req43 variant 9 req43 variant 9 req43 variant 9 req43 variant 9 req43 variant 9 req43 variant 9 req43 variant 9 req,83.6759910453111,worker-1
512,1216.614990029484,64,1164.186276961118,True,576,0,172af6a9-e9fd-413a-bbc1-fb7ea8cc8398,-960.0,cost_aware, variant 10 req44 variant 10 req44 variant 10 req44 variant 10 req44 variant 10 req44 variant 10 req44 variant 10 req44 variant 10 req44 variant 10 req44 variant,34.59325688891113,worker-1
512,1262.5349978916347,64,1163.9383730944246,True,576,5,f2d9a7ec-189a-4518-8b41-18dd4ddcc03b,-952.0,cost_aware, variant 11 req45 variant 11 req45 variant 11 req45 variant 11 req45 variant 11 req45 variant 11 req45 variant 11 req45 variant 11 req45 variant 11 req45 variant,80.19613497890532,worker-1
512,1271.47603710182,64,1171.900907997042,True,576,3,fbe386e2-b16f-4d94-8036-9f97d8334017,-960.0,cost_aware, variant 12 req46 variant 12 req46 variant 12 req46 variant 12 req46 variant 12 req46 variant 12 req46 variant 12 req46 variant 12 req46 variant 12 req46 variant,89.5764441229403,worker-1
512,1271.1203768849373,64,1172.2559169866145,True,576,2,e58ab701-fa4b-4f67-972c-6aa6da8f1736,-952.0,cost_aware, variant 13 req47 variant 13 req47 variant 13 req47 variant 13 req47 variant 13 req47 variant 13 req47 variant 13 req47 variant 13 req47 variant 13 req47 variant,91.04677895084023,worker-1
512,1331.2919160816818,64,1217.7895980421454,True,576,8,021d4fe0-60cf-4dec-8e25-abab4ba779c3,-944.0,cost_aware, variant 14 req48 variant 14 req48 variant 14 req48 variant 14 req48 variant 14 req48 variant 14 req48 variant 14 req48 variant 14 req48 variant 14 req48 variant,115.80704501830041,worker-0
512,1330.5302457883954,64,1214.7738698404282,True,576,9,2635a8ff-42bb-4bdf-905e-793cbbac85c5,-944.0,cost_aware, variant 15 req49 variant 15 req49 variant 15 req49 variant 15 req49 variant 15 req49 variant 15 req49 variant 15 req49 variant 15 req49 variant 15 req49 variant,114.35144301503897,worker-0
512,1315.6699452083558,64,1205.672601936385,True,576,5,f51f067e-ab51-4827-abbb-5da31e965ad6,-944.0,cost_aware, variant 16 req50 variant 16 req50 variant 16 req50 variant 16 req50 variant 16 req50 variant 16 req50 variant 16 req50 variant 16 req50 variant 16 req50 variant,65.38234394975007,worker-0
512,1330.5806249845773,64,1216.3358579855412,True,576,7,59e2ca4c-5646-4909-a6fe-5e337d81c486,-936.0,cost_aware, variant 0 req51 variant 0 req51 variant 0 req51 variant 0 req51 variant 0 req51 variant 0 req51 variant 0 req51 variant 0 req51 variant 0 req51 variant 0 req51 variant 0 req,116.75082705914974,worker-0
512,1313.3097409736365,64,1223.020905163139,True,576,4,1030d1eb-8f4e-437b-80d1-566a5e6ada25,-952.0,cost_aware, variant 1 req52 variant 1 req52 variant 1 req52 variant 1 req52 variant 1 req52 variant 1 req52 variant 1 req52 variant 1 req52 variant 1 req52 variant 1 req52 variant 1 req,81.097980029881,worker-0
512,1329.138512024656,64,1220.4139099922031,True,576,6,bd5a0518-9cef-4997-82ce-c3f468f96f3a,-944.0,cost_aware, variant 2 req53 variant 2 req53 variant 2 req53 variant 2 req53 variant 2 req53 variant 2 req53 variant 2 req53 variant 2 req53 variant 2 req53 variant 2 req53 variant 2 req,119.27233985625207,worker-0
512,1312.5884849578142,64,1228.668306954205,True,576,2,4d41fa98-0b0b-484a-a149-777ec30cf4a4,-944.0,cost_aware, variant 3 req54 variant 3 req54 variant 3 req54 variant 3 req54 variant 3 req54 variant 3 req54 variant 3 req54 variant 3 req54 variant 3 req54 variant 3 req54 variant 3 req,85.90535214170814,worker-0
512,1313.9830841682851,64,1223.8874358590692,True,576,3,b0e8ccfc-4fa3-4234-9899-97036224fbd4,-944.0,cost_aware, variant 4 req55 variant 4 req55 variant 4 req55 variant 4 req55 variant 4 req55 variant 4 req55 variant 4 req55 variant 4 req55 variant 4 req55 variant 4 req55 variant 4 req,82.77315297164023,worker-0
512,1228.5372719634324,64,1195.6879547797143,True,576,5,140d559c-a779-4372-9203-475319c6b11f,-920.0,cost_aware, variant 5 req56 variant 5 req56 variant 5 req56 variant 5 req56 variant 5 req56 variant 5 req56 variant 5 req56 variant 5 req56 variant 5 req56 variant 5 req56 variant 5 req,39.070004830136895,worker-1
512,1270.663077943027,64,1208.7988401763141,True,576,1,91b9ba72-3cae-4dd7-bc48-863459602fbb,-952.0,cost_aware, variant 6 req57 variant 6 req57 variant 6 req57 variant 6 req57 variant 6 req57 variant 6 req57 variant 6 req57 variant 6 req57 variant 6 req57 variant 6 req57 variant 6 req,75.50937007181346,worker-1
512,1263.4496230166405,64,1205.6859908625484,True,576,2,a15f0b13-a173-490e-82cb-aa231cec51f0,-952.0,cost_aware, variant 7 req58 variant 7 req58 variant 7 req58 variant 7 req58 variant 7 req58 variant 7 req58 variant 7 req58 variant 7 req58 variant 7 req58 variant 7 req58 variant 7 req,73.13996297307312,worker-1
512,1268.9853210467845,64,1174.7162139508873,True,576,5,e410ec23-329e-43e9-b23f-8594f0ced2c5,-936.0,cost_aware, variant 8 req59 variant 8 req59 variant 8 req59 variant 8 req59 variant 8 req59 variant 8 req59 variant 8 req59 variant 8 req59 variant 8 req59 variant 8 req59 variant 8 req,88.05578108876944,worker-1
512,1250.16612210311,64,1199.141601100564,True,576,3,8cd0cfdc-cd20-4fc4-8e4f-a6ced2cb76fa,-936.0,cost_aware, variant 9 req60 variant 9 req60 variant 9 req60 variant 9 req60 variant 9 req60 variant 9 req60 variant 9 req60 variant 9 req60 variant 9 req60 variant 9 req60 variant 9 req,67.96684605069458,worker-1
512,1244.8829039931297,64,1191.8244550470263,True,576,4,ae13550e-7607-48b4-a89f-6db71c0e59cb,-936.0,cost_aware, variant 10 req61 variant 10 req61 variant 10 req61 variant 10 req61 variant 10 req61 variant 10 req61 variant 10 req61 variant 10 req61 variant 10 req61 variant,108.31556119956076,worker-1
512,1248.9439197815955,64,1160.7810829300433,True,576,7,0742b386-1728-49a3-a698-2b20e68871f1,-936.0,cost_aware, variant 11 req62 variant 11 req62 variant 11 req62 variant 11 req62 variant 11 req62 variant 11 req62 variant 11 req62 variant 11 req62 variant 11 req62 variant,76.02053112350404,worker-1
512,1255.7928508613259,64,1170.200533932075,True,576,6,f3314b0f-53cd-4c15-b9d6-4966b4675b2a,-936.0,cost_aware, variant 12 req63 variant 12 req63 variant 12 req63 variant 12 req63 variant 12 req63 variant 12 req63 variant 12 req63 variant 12 req63 variant 12 req63 variant,84.03817215003073,worker-1
512,1258.9111279230565,64,1201.0463390033692,True,576,1,537a1077-993d-442a-be0c-503cf224ffbe,-960.0,cost_aware, variant 13 req64 variant 13 req64 variant 13 req64 variant 13 req64 variant 13 req64 variant 13 req64 variant 13 req64 variant 13 req64 variant 13 req64 variant,43.020331067964435,worker-0
512,1300.7136939559132,64,1210.999757051468,True,576,6,616609b1-6d4d-4f7f-b24a-b49605724e8a,-960.0,cost_aware, variant 14 req65 variant 14 req65 variant 14 req65 variant 14 req65 variant 14 req65 variant 14 req65 variant 14 req65 variant 14 req65 variant 14 req65 variant,112.96518798917532,worker-0
512,1301.7737050540745,64,1213.2143650669605,True,576,5,d5d520c3-8a68-4b49-9819-f08bf419c525,-960.0,cost_aware, variant 15 req66 variant 15 req66 variant 15 req66 variant 15 req66 variant 15 req66 variant 15 req66 variant 15 req66 variant 15 req66 variant 15 req66 variant,114.77815499529243,worker-0
512,1299.3081992026418,64,1214.3480591475964,True,576,4,00c61e59-ddcc-4cdf-bbcd-0cf60ba32789,-952.0,cost_aware, variant 16 req67 variant 16 req67 variant 16 req67 variant 16 req67 variant 16 req67 variant 16 req67 variant 16 req67 variant 16 req67 variant 16 req67 variant,116.69038399122655,worker-0
512,1232.2051199153066,64,1193.744447082281,True,576,0,2da5266b-82c7-4620-b349-c4f0e98c1d20,-960.0,cost_aware, variant 0 req68 variant 0 req68 variant 0 req68 variant 0 req68 variant 0 req68 variant 0 req68 variant 0 req68 variant 0 req68 variant 0 req68 variant 0 req68 variant 0 req,33.30199816264212,worker-0
512,1285.0165460258722,64,1217.2460451256484,True,576,2,c52af1ec-9831-447a-8704-826ecff8ae9c,-960.0,cost_aware, variant 1 req69 variant 1 req69 variant 1 req69 variant 1 req69 variant 1 req69 variant 1 req69 variant 1 req69 variant 1 req69 variant 1 req69 variant 1 req69 variant 1 req,119.98639605008066,worker-0
