cache_hit_tokens,client_wall_ms,generated_tokens,latency_ms,partial_match,prompt_tokens,queue_depth_at_start,request_id,route_cost,route_policy,text,ttft_ms,worker_id
576,1641.193041112274,64,1519.3673630710691,False,576,0,ed98b25c-3f92-465d-b728-5f3d3c96fb1a,-192.0,cost_aware, variant 0 req40207040 variant 0 req40207040 variant 0 req40207040 variant 0 req40207040 variant 0 req40207040 variant 0 req,155.89150111190975,worker-0
576,1698.4931179322302,64,1543.361924123019,False,576,2,8204525d-3c8a-44ac-ba8d-92e4c8ee4878,-192.0,cost_aware, variant 1 req40207041 variant 1 req40207041 variant 1 req40207041 variant 1 req40207041 variant 1 req40207041 variant 1 req,253.71904205530882,worker-0
576,1694.9017201550305,64,1543.1835181079805,False,576,6,5fc3e3e8-d8fd-4ef2-a7f2-b6107dbf3164,-192.0,cost_aware, variant 2 req40207042 variant 2 req40207042 variant 2 req40207042 variant 2 req40207042 variant 2 req40207042 variant 2 req,252.30843597091734,worker-0
576,1694.7455881163478,64,1539.5835160743445,False,576,8,7cc7160c-59d4-446e-96c1-9206abe9a941,-192.0,cost_aware, variant 3 req40207043 variant 3 req40207043 variant 3 req40207043 variant 3 req40207043 variant 3 req40207043 variant 3 req,251.0965159162879,worker-0
576,1694.632061989978,64,1540.0172991212457,False,576,4,ed3b166f-f5c0-4438-9353-914192726adf,-192.0,cost_aware, variant 4 req40207044 variant 4 req40207044 variant 4 req40207044 variant 4 req40207044 variant 4 req40207044 variant 4 req,252.7461340650916,worker-0
576,1693.9145100768656,64,1534.3991578556597,False,576,7,a7fea83a-c67c-4a66-8296-9c6dc41b19d3,-192.0,cost_aware, variant 5 req40207045 variant 5 req40207045 variant 5 req40207045 variant 5 req40207045 variant 5 req40207045 variant 5 req,250.9578508324921,worker-0
576,1697.4572718609124,64,1544.3446580320597,False,576,9,5268f37a-fe4f-4355-9ea1-3ae721715aaf,-192.0,cost_aware, variant 6 req40207046 variant 6 req40207046 variant 6 req40207046 variant 6 req40207046 variant 6 req40207046 variant 6 req,423.46112709492445,worker-0
576,1720.9254771005362,64,1545.2872288879007,False,576,10,f83b9535-a49a-48d1-90dd-7118853ee756,-192.0,cost_aware, variant 7 req40207047 variant 7 req40207047 variant 7 req40207047 variant 7 req40207047 variant 7 req40207047 variant 7 req,423.3788400888443,worker-0
576,1690.8417050726712,64,1539.0551269520074,False,576,3,a7aa644e-d0d2-499b-aabc-26e60944e2d2,-192.0,cost_aware, variant 8 req40207048 variant 8 req40207048 variant 8 req40207048 variant 8 req40207048 variant 8 req40207048 variant 8 req,253.03248781710863,worker-0
576,1639.666544040665,64,1520.2744600828737,False,576,1,13b0b76e-0312-4b25-8eed-cba526179b88,-192.0,cost_aware, variant 9 req40207049 variant 9 req40207049 variant 9 req40207049 variant 9 req40207049 variant 9 req40207049 variant 9 req,156.36523603461683,worker-0
576,1696.2135629728436,64,1536.6757980082184,False,576,5,4051f713-8610-4b84-a865-0048bc954988,-192.0,cost_aware, variant 10 req40207050 variant 10 req40207050 variant 10 req40207050 variant 10 req40207050 variant 10 req4020705,252.01431917957962,worker-0
576,1722.526028053835,64,1543.9594008494169,False,576,11,66a6efdc-8771-41d6-bb87-a90875b3da49,-192.0,cost_aware, variant 11 req40207051 variant 11 req40207051 variant 11 req40207051 variant 11 req40207051 variant 11 req4020705,422.75104694999754,worker-0
576,1722.0644520130008,64,1545.013195136562,False,576,13,f2d511d8-d1a3-49e4-bd48-34a30bc8baf3,-192.0,cost_aware, variant 12 req40207052 variant 12 req40207052 variant 12 req40207052 variant 12 req40207052 variant 12 req4020705,422.64070617966354,worker-0
576,1719.529323047027,64,1545.7142509985715,False,576,12,2515c506-7cf0-4eca-945c-07eec891fb04,-192.0,cost_aware, variant 13 req40207053 variant 13 req40207053 variant 13 req40207053 variant 13 req40207053 variant 13 req4020705,422.94948385097086,worker-0
576,1721.611550077796,64,1544.3578080739826,False,576,14,8afa4b12-ccb7-4479-9734-76b53a69408f,-192.0,cost_aware, variant 14 req40207054 variant 14 req40207054 variant 14 req40207054 variant 14 req40207054 variant 14 req4020705,422.1824749838561,worker-0
576,1721.401995047927,64,1542.7145999856293,False,576,15,e356fda0-d4e3-4ff2-bed5-4979d50efe5f,-192.0,cost_aware, variant 15 req40207055 variant 15 req40207055 variant 15 req40207055 variant 15 req40207055 variant 15 req4020705,421.0805860348046,worker-0
576,1585.1222299970686,64,1440.6078360043466,False,576,0,3d596d9d-4e3b-4dbc-834f-3b98fb92b3de,576.0,cost_aware, variant 16 req40207056 variant 16 req40207056 variant 16 req40207056 variant 16 req40207056 variant 16 req4020705,47.772394958883524,worker-0
512,1481.6628380212933,64,1275.3905470017344,True,576,1,e8adc28f-48e5-4415-97c2-5dcfbd2be447,576.0,cost_aware, variant 0 req40207057 variant 0 req40207057 variant 0 req40207057 variant 0 req40207057 variant 0 req40207057 variant 0 req,212.39567501470447,worker-1
576,1578.5346860066056,64,1441.8480210006237,False,576,2,585ecd6e-411e-4f67-9cf1-c1b58fc7a21f,576.0,cost_aware, variant 1 req40207058 variant 1 req40207058 variant 1 req40207058 variant 1 req40207058 variant 1 req40207058 variant 1 req,100.27832095511258,worker-0
576,1615.0657241232693,64,1448.023945093155,False,576,6,db73ddb9-0efb-4300-873f-1607a25916d3,576.0,cost_aware, variant 2 req40207059 variant 2 req40207059 variant 2 req40207059 variant 2 req40207059 variant 2 req40207059 variant 2 req,274.2185441311449,worker-0
576,1612.0934057980776,64,1450.2719109877944,False,576,7,5e9cb246-9c30-4c0f-b9cb-0ae3affc9d77,0.0,cost_aware, variant 3 req40207060 variant 3 req40207060 variant 3 req40207060 variant 3 req40207060 variant 3 req40207060 variant 3 req,273.86249299161136,worker-0
576,1584.0680960100144,64,1444.7473350446671,False,576,5,a6577d60-fbec-48cd-8eb7-0163d72f516a,-192.0,cost_aware, variant 4 req40207061 variant 4 req40207061 variant 4 req40207061 variant 4 req40207061 variant 4 req40207061 variant 4 req,274.6203171554953,worker-0
576,1575.2062960527837,64,1440.171540947631,False,576,3,641b1f14-f03a-4d57-9ca1-236ab3892a13,-192.0,cost_aware, variant 5 req40207062 variant 5 req40207062 variant 5 req40207062 variant 5 req40207062 variant 5 req40207062 variant 5 req,99.25593482330441,worker-0
576,1620.2398261521012,64,1454.8361769411713,False,576,12,7297b78d-5079-4f94-881a-e9f419b8f6c6,-192.0,cost_aware, variant 6 req40207063 variant 6 req40207063 variant 6 req40207063 variant 6 req40207063 variant 6 req40207063 variant 6 req,333.36717798374593,worker-0
576,1549.2879531811923,64,1424.9011559877545,False,576,1,46ef341f-901c-4806-a525-3037622c404e,-192.0,cost_aware, variant 7 req40207064 variant 7 req40207064 variant 7 req40207064 variant 7 req40207064 variant 7 req40207064 variant 7 req,72.72069505415857,worker-0
576,1611.492213793099,64,1442.8406790830195,False,576,9,b2045d8a-5bda-4bde-be47-af0efb2262c8,-192.0,cost_aware, variant 8 req40207065 variant 8 req40207065 variant 8 req40207065 variant 8 req40207065 variant 8 req40207065 variant 8 req,271.5332410298288,worker-0
576,1562.8513710107654,64,1443.9296170603484,False,576,4,e7da5e8c-9618-4afa-8c44-b899df9c6957,-192.0,cost_aware, variant 9 req40207066 variant 9 req40207066 variant 9 req40207066 variant 9 req40207066 variant 9 req40207066 variant 9 req,274.88051098771393,worker-0
576,1584.775571944192,64,1447.9095779825002,False,576,8,b3df229c-1641-4178-8bae-5e9bc376ac02,-192.0,cost_aware, variant 10 req40207067 variant 10 req40207067 variant 10 req40207067 variant 10 req40207067 variant 10 req4020706,272.89783698506653,worker-0
512,1598.8451649900526,64,1452.7327860705554,True,576,13,95eb0913-a742-4318-b649-f8bd392fb808,576.0,cost_aware, variant 11 req40207068 variant 11 req40207068 variant 11 req40207068 variant 11 req40207068 variant 11 req4020706,332.15820300392807,worker-0
512,1593.570658005774,64,1453.6115389782935,True,576,11,28a6b10f-153c-4bc2-afdd-6d4760f8be8c,576.0,cost_aware, variant 12 req40207069 variant 12 req40207069 variant 12 req40207069 variant 12 req40207069 variant 12 req4020706,333.4850308019668,worker-0
512,1583.3635129965842,64,1442.6369729917496,True,576,10,6bef8486-3faf-4837-9e50-e8e869432b67,576.0,cost_aware, variant 13 req40207070 variant 13 req40207070 variant 13 req40207070 variant 13 req40207070 variant 13 req4020707,270.09225683286786,worker-0
576,1385.337666142732,64,1261.0233728773892,False,576,0,748ba677-3fea-47bd-92f1-a06a566cc66a,576.0,cost_aware, variant 14 req40207071 variant 14 req40207071 variant 14 req40207071 variant 14 req40207071 variant 14 req4020707,194.48195304721594,worker-1
576,1223.320309072733,64,1170.6819778773934,False,576,0,4a79fbb8-f77e-472c-b9dc-6971e54afa38,576.0,cost_aware, variant 15 req40207072 variant 15 req40207072 variant 15 req40207072 variant 15 req40207072 variant 15 req4020707,44.25419098697603,worker-1
576,1221.805369015783,64,1183.5798360407352,False,576,1,e3f421ea-2b7b-4e7d-be7a-0cddb41b05e1,576.0,cost_aware, variant 16 req40207073 variant 16 req40207073 variant 16 req40207073 variant 16 req40207073 variant 16 req4020707,74.43386199884117,worker-1
